Date,Open,High,Low,Close,Adj Close,Volume
15-11-2000,17.243334,17.444445,17.045555,17.093332,10.515408,25740405
16-11-2000,17.066666,17.188889,16.778889,16.828888,10.352724,19507275
17-11-2000,16.731112,17.173332,16.724443,17.124443,10.534545,27236205
20-11-2000,17.173332,17.288889,17.035555,17.088888,10.512671,11925990
21-11-2000,17.066666,17.526667,16.955555,17.308887,10.64801,35336205
22-11-2000,17.486666,17.711111,17.356667,17.416666,10.714314,39996495
23-11-2000,17.294443,17.444445,17.223333,17.324444,10.65758,14391540
24-11-2000,17.375555,17.51111,17.267776,17.401112,10.704746,14585580
27-11-2000,17.42,17.617777,17.357777,17.504444,10.768312,14263695
28-11-2000,17.488888,17.911112,17.488888,17.807777,10.954919,35543385
29-11-2000,17.790001,18.977777,17.733334,18.158888,11.170914,93096360
30-11-2000,18.222221,18.422222,18.111111,18.161112,11.17228,41597370
01-12-2000,18.044443,18.831112,18,18.596666,11.440221,96293655
04-12-2000,18.644444,19.027777,18.51111,18.803333,11.56736,63960705
05-12-2000,18.933332,19.473333,18.801111,19.288889,11.86606,71503200
06-12-2000,19.555555,19.644444,19,19.127777,11.76695,59356080
07-12-2000,19.066666,19.355555,19.024445,19.167776,11.791554,37197405
08-12-2000,19.144444,19.326666,19,19.062222,11.726619,31824900
11-12-2000,19.066666,19.571112,18.935555,19.393333,11.930312,53463015
12-12-2000,19.586666,20.222221,19.345554,20.075556,12.349999,119532690
13-12-2000,20.219999,20.6,19.997778,20.402222,12.550958,96600330
14-12-2000,20.555555,20.663334,20.068888,20.228888,12.444322,64264950
15-12-2000,20.200001,20.711111,19.700001,20.544443,12.638448,178941825
18-12-2000,20.223333,20.799999,20.223333,20.50111,12.611792,73116810
19-12-2000,20.422222,20.644444,20.177776,20.355555,12.522246,63580545
20-12-2000,20,20.263332,19.622223,19.925554,12.257721,56774655
21-12-2000,19.777777,20.377777,19.58,20.131111,12.384176,73522530
22-12-2000,20.4,20.466665,19.799999,19.905556,12.24542,51006375
25-12-2000,19.905556,19.905556,19.905556,19.905556,12.24542,0
26-12-2000,20.066666,20.111111,19.182222,19.297777,11.871529,44654985
27-12-2000,19.266666,19.488888,19.035555,19.348888,11.902973,27791640
28-12-2000,19.43111,19.956667,19.377777,19.824444,12.195523,40510845
29-12-2000,19.943333,20.064444,19.714443,19.913334,12.250201,27087255
01-01-2001,19.977777,20.177776,19.719999,19.863333,12.219443,24715935
02-01-2001,19.906666,20.222221,19.906666,20.158888,12.401263,31447890
03-01-2001,20.088888,21.216665,20,20.986666,12.910491,164613915
04-01-2001,21.1,21.333332,20.48,20.566666,12.652119,63363600
05-01-2001,20.51111,20.959999,20.401112,20.808887,12.801126,74853135
08-01-2001,20.716665,21.022223,20.057777,20.228888,12.444322,73069740
09-01-2001,20.222221,20.644444,20.155556,20.395555,12.546859,47450520
10-01-2001,20.4,20.666666,20.097776,20.200001,12.426554,37807605
11-01-2001,20.222221,20.266666,19.888887,19.976665,12.289165,32868990
12-01-2001,20.053333,20.108889,19.311111,19.379999,11.922111,48254850
15-01-2001,19.444445,19.6,19.155556,19.265554,11.851703,25372170
16-01-2001,19.311111,19.638887,19.157778,19.225555,11.827102,32736105
17-01-2001,19.733334,19.831112,19.292221,19.407778,11.939196,50869350
18-01-2001,19.477777,20.044443,19.333332,19.947777,12.271392,70973415
19-01-2001,20.106667,20.597776,20.044443,20.346666,12.51678,63931455
22-01-2001,20.4,20.551111,20.125555,20.285555,12.479186,23274675
23-01-2001,20.288889,20.639999,20.177776,20.256666,12.461414,43920855
24-01-2001,20.208887,20.485556,20,20.217777,12.43749,35342460
25-01-2001,20.222221,20.377777,19.822222,20.056665,12.338375,34863705
26-01-2001,20.056665,20.056665,20.056665,20.056665,12.338375,0
29-01-2001,19.888887,19.908888,19.383333,19.626665,12.073852,29031975
30-01-2001,19.696667,20.175554,19.668888,20.098888,12.364354,30374415
31-01-2001,20.222221,20.498888,20.022223,20.243334,12.453214,43301970
01-02-2001,20.266666,20.487778,19.756666,19.857777,12.216024,54466785
02-02-2001,19.802221,20.111111,19.608889,20.002222,12.304886,26490240
05-02-2001,20.022223,20.242222,19.694445,19.828888,12.198253,21051180
06-02-2001,19.823334,20.053333,18.888887,19.503332,11.997979,28649790
07-02-2001,19.111111,19.176666,17.206667,17.522223,10.779252,205652700
08-02-2001,17.697777,18.348888,17.446667,18.167776,11.176378,86119650
09-02-2001,18.244444,18.331112,17.822222,18.045555,11.10119,39431025
12-02-2001,18,18.155556,17.613333,18.040001,11.097774,38308275
13-02-2001,18.044443,18.088888,17.672222,17.799999,10.95013,45382725
14-02-2001,17.775555,17.977777,17.622223,17.925554,11.027369,26542125
15-02-2001,17.986666,18.299999,17.934444,18.235556,11.218077,37915155
16-02-2001,18.266666,18.397778,17.935555,18.045555,11.10119,28568340
19-02-2001,18.044443,18.088888,17.446667,17.653334,10.859909,31128705
20-02-2001,17.664444,17.664444,17.233334,17.309999,10.648696,31615065
21-02-2001,17.155556,17.645555,17.022223,17.557777,10.801123,47368485
22-02-2001,17.555555,18.332222,17.51111,18.213333,11.204405,93465000
23-02-2001,18.222221,18.487778,17.844444,17.967777,11.053344,53333865
26-02-2001,17.822222,18.111111,17.583332,18.031111,11.092306,35660385
27-02-2001,18.066666,18.484444,18.044443,18.407778,11.324024,72559170
28-02-2001,18.334444,18.444445,16.888887,17.248888,10.611101,186087195
01-03-2001,17,17.35,16.622223,16.863333,10.373918,79206930
02-03-2001,17,17.288889,16.6,16.758888,10.309667,56165445
05-03-2001,16.775555,16.911112,15.968888,16.362223,10.065643,79109190
06-03-2001,16.362223,16.362223,16.362223,16.362223,10.065643,0
07-03-2001,16.733334,16.822222,16.200001,16.558887,10.18663,33345135
08-03-2001,16.777777,17.84111,16.6,17.695555,10.88588,49000725
09-03-2001,17.555555,17.822222,16.888887,17.587776,10.819574,27141615
12-03-2001,17.644444,17.666666,16.956667,16.99,10.451838,16497180
13-03-2001,16.688889,16.688889,15.533333,15.621111,9.609731,20640105
14-03-2001,15.333333,16.866667,15.288888,16.732222,10.293259,15770070
15-03-2001,16.666666,17.352222,16.644444,17.192223,10.57624,12591270
16-03-2001,17.133333,17.444445,17.088888,17.342222,10.668518,10735155
19-03-2001,17.333332,17.466665,17.138887,17.43,10.722517,6638175
20-03-2001,17.466665,17.555555,17.144444,17.428888,10.721833,10457640
21-03-2001,17.244444,17.815556,17.144444,17.76111,10.926205,15861735
22-03-2001,17.84,18.088888,17.733334,17.981112,11.061546,12475395
23-03-2001,18.088888,18.088888,17.711111,17.985556,11.064279,10415790
26-03-2001,17.822222,18.33,17.822222,18.114445,11.143571,10627650
27-03-2001,18.111111,18.202223,18.023333,18.129999,11.153137,10948995
28-03-2001,18.166666,18.722221,18.155556,18.648888,11.472346,20751120
29-03-2001,18.494444,18.620001,17.977777,18.042221,11.09914,12304395
30-03-2001,17.977777,18.266666,17.968887,18.088888,11.127851,11166390
02-04-2001,17.827778,18.219999,17.4,18.108889,11.140152,20729565
03-04-2001,18.044443,18.266666,18.022223,18.172222,11.179113,7367085
04-04-2001,18.116667,18.777777,17.933332,18.697777,11.502422,24529545
05-04-2001,18.697777,18.697777,18.697777,18.697777,11.502422,0
06-04-2001,18.866667,18.933332,18.51111,18.633333,11.462778,13617990
09-04-2001,18.666666,18.933332,18.577778,18.786667,11.557106,13821930
10-04-2001,18.76,19.022223,18.488888,18.971111,11.67057,17438580
11-04-2001,18.977777,19.043333,18.313334,18.555555,11.41493,20989800
12-04-2001,18.444445,18.445555,17.888887,18.042221,11.09914,28710945
13-04-2001,18.042221,18.042221,18.042221,18.042221,11.09914,0
16-04-2001,17.913334,18.333332,17.836666,18.302221,11.259086,11668275
17-04-2001,18.222221,18.377777,18.022223,18.24,11.22081,9309330
18-04-2001,18.200001,18.577778,18.111111,18.498888,11.380069,13582440
19-04-2001,18.628887,18.993334,18.488888,18.791111,11.559841,25058880
20-04-2001,18.955555,19.4,18.468887,19.267776,11.853071,31256190
23-04-2001,19.311111,19.622223,19.158888,19.517776,12.006868,14642955
24-04-2001,19.553333,19.555555,19.111111,19.442223,11.960387,9393120
25-04-2001,19.447777,19.447777,19.222221,19.335554,11.894768,6015870
26-04-2001,19.488888,19.711111,18.711111,18.923332,11.641177,14308335
27-04-2001,18.555555,18.753332,18.044443,18.625555,11.45799,18486585
30-04-2001,18.555555,18.708887,18.444445,18.648888,11.472346,4781475
01-05-2001,18.648888,18.648888,18.648888,18.648888,11.472346,0
02-05-2001,18.663334,18.886665,18.488888,18.603333,11.444322,6399090
03-05-2001,18.555555,18.711111,18.51111,18.576666,11.427917,4136715
04-05-2001,18.633333,18.633333,18.317778,18.462221,11.357513,5783355
07-05-2001,18.444445,18.744444,18.444445,18.565556,11.421083,4292010
08-05-2001,18.622223,18.633333,18.222221,18.361111,11.295313,5319090
09-05-2001,18.355555,18.777777,18.002222,18.527777,11.397842,8065305
10-05-2001,18.533333,18.597776,18,18.450001,11.349997,5552820
11-05-2001,18.444445,18.444445,17.824444,17.943333,11.038307,7800885
14-05-2001,18.117777,18.117777,16.891111,17.197777,10.579658,18630225
15-05-2001,17.133333,17.288889,16.535555,17.129999,10.537963,5887170
16-05-2001,17.177776,17.438889,16.711111,17.116667,10.52976,11357145
17-05-2001,17.222221,17.377777,16.844444,17.104445,10.522242,11680290
18-05-2001,17.133333,17.661112,17.133333,17.467777,10.745755,19250145
21-05-2001,17.333332,17.533333,17.111111,17.276667,10.62819,8897985
22-05-2001,17.355555,17.422222,17.078888,17.137777,10.542747,7721685
23-05-2001,17.218887,17.35,17.177776,17.23,10.599482,5608620
24-05-2001,17.155556,17.306665,17.045555,17.104445,10.522242,4167045
25-05-2001,17.111111,17.266666,16.935555,17.081112,10.507888,5703075
28-05-2001,17.222221,17.288889,17.088888,17.184444,10.571459,5109615
29-05-2001,17.244444,17.644444,17.158888,17.271111,10.624773,25641315
30-05-2001,17.766666,17.766666,17.266666,17.332222,10.662366,36589140
31-05-2001,17.444445,17.855555,17.266666,17.690001,10.882461,33023745
01-06-2001,17.707777,17.777777,17.088888,17.155556,10.553684,18020250
04-06-2001,16.933332,17.211111,16.805555,16.888887,10.389635,7647615
05-06-2001,16.822222,16.858889,16.288889,16.482222,10.139467,12267990
06-06-2001,16.733334,16.777777,16.555555,16.662222,10.250197,6461910
07-06-2001,16.581112,16.755554,16.223333,16.436666,10.111443,12051225
08-06-2001,16.288889,16.42111,16.066666,16.276667,10.013013,13354740
11-06-2001,16.388887,16.822222,16.266666,16.68111,10.261818,17660070
12-06-2001,16.666666,16.777777,16.558887,16.673332,10.257032,6795720
13-06-2001,16.444445,16.866667,16.444445,16.691111,10.267969,6221295
14-06-2001,16.690001,16.934444,16.495556,16.573334,10.195515,17944290
15-06-2001,16.466665,16.466665,16,16.063334,9.881777,11770515
18-06-2001,15.916666,16.755554,15.916666,16.607777,10.216704,13563720
19-06-2001,16.775555,17.742222,16.6,17.542221,10.791553,19606680
20-06-2001,17.664444,17.664444,17.026667,17.277777,10.628874,15289020
21-06-2001,17.311111,17.555555,17.126665,17.412222,10.711578,15463935
22-06-2001,17.444445,17.544443,17.333332,17.441111,10.72935,9869310
25-06-2001,17.362223,17.466665,16.891111,16.98,10.445687,8897310
26-06-2001,16.918888,18.208887,16.782223,17.74,10.91322,21003885
27-06-2001,17.666666,17.822222,17.133333,17.406666,10.708161,14137740
28-06-2001,17.334444,17.497778,17.046665,17.16,10.556419,6748020
29-06-2001,17.155556,17.333332,16.557777,16.762222,10.311714,10241055
02-07-2001,16.466665,17.222221,16.466665,16.862223,10.373232,3480435
03-07-2001,16.491112,16.977777,16.336666,16.614445,10.357303,16750215
04-07-2001,16.711111,17.354445,16.711111,17.120001,10.672462,10354185
05-07-2001,17.111111,17.222221,16.717777,16.816666,10.483364,5803560
06-07-2001,16.622223,16.908888,16.466665,16.84,10.49791,7458570
09-07-2001,16.688889,16.822222,16.504444,16.604445,10.351068,5587515
10-07-2001,16.555555,16.805555,16.555555,16.762222,10.449425,4708575
11-07-2001,16.691111,16.837776,16.691111,16.783333,10.462587,2884725
12-07-2001,16.844444,16.866667,16.626665,16.811111,10.479902,5018130
13-07-2001,16.888887,17.577778,16.888887,17.372223,10.829695,18002610
16-07-2001,17.433332,17.728888,17.256666,17.525555,10.925282,14460075
17-07-2001,17.333332,17.555555,17.155556,17.371111,10.829001,4755600
18-07-2001,17.466665,17.531111,17.066666,17.347776,10.814455,6025230
19-07-2001,17.288889,17.664444,17.177776,17.506666,10.913507,5537475
20-07-2001,17.488888,17.686666,17.291111,17.561111,10.947446,12856185
23-07-2001,17.533333,17.666666,17.335554,17.578888,10.958529,305865
24-07-2001,17.222221,17.708887,17.162222,17.566666,10.950909,5924160
25-07-2001,17.477777,17.666666,17.422222,17.527777,10.926667,7480890
26-07-2001,17.51111,17.533333,17.212221,17.308887,10.790214,7884585
27-07-2001,17.139999,17.333332,16.682222,16.762222,10.449425,10874025
30-07-2001,16.777777,17.311111,16.577778,17.176666,10.707786,9462960
31-07-2001,17.288889,17.755554,17.136665,17.615555,10.981385,10601415
01-08-2001,17.622223,17.666666,17.333332,17.486666,10.901037,8019630
02-08-2001,17.488888,17.51111,16.955555,17.051111,10.629517,5913180
03-08-2001,17.444445,18.111111,16.802221,16.883333,10.524925,8850735
06-08-2001,16.911112,17.177776,16.735556,16.885555,10.526309,8047305
07-08-2001,16.933332,17.062222,16.688889,16.792221,10.468126,6647715
08-08-2001,16.866667,16.887777,15.037777,16.555555,10.320593,10238490
09-08-2001,16.444445,16.916666,16.422222,16.801111,10.47367,12868155
10-08-2001,16.866667,16.992222,16.335554,16.415554,10.233315,10599255
13-08-2001,18.333332,18.333332,16.335554,16.386665,10.215306,8920035
14-08-2001,16.642221,16.842222,16.244444,16.704445,10.413407,11388330
15-08-2001,16.704445,16.704445,16.704445,16.704445,10.413407,0
16-08-2001,16.696667,16.866667,16.222221,16.290001,10.155047,9873270
17-08-2001,16.484444,16.555555,15.801111,15.883333,9.901532,23360310
20-08-2001,15.888888,16.288889,15.8,16.206667,10.103098,17697060
21-08-2001,16.222221,16.434444,16.131111,16.211111,10.105868,18113580
22-08-2001,16.211111,16.211111,16.211111,16.211111,10.105868,0
23-08-2001,16.157778,17.044443,16.118889,16.814444,10.481981,27907650
24-08-2001,16.821112,16.864445,16.322222,16.448889,10.254095,16969005
27-08-2001,16.444445,16.531111,16.177776,16.237778,10.122491,9423495
28-08-2001,16.222221,16.632221,16.116667,16.188889,10.092015,21272940
29-08-2001,16.244444,16.4,16.081112,16.126665,10.053225,18273195
30-08-2001,16.195555,16.266666,15.962222,16.027777,9.991579,21287385
31-08-2001,16.097776,16.177776,15.933333,16.004444,9.977034,21848715
03-09-2001,16.215555,16.215555,15.955555,16.02,9.98673,11890935
04-09-2001,16.044443,16.133333,15.888888,16.01,9.980496,17497035
05-09-2001,16.111111,16.815556,16.111111,16.698889,10.409945,32112090
06-09-2001,16.533333,16.533333,14.824444,15.048888,9.381349,90104175
07-09-2001,15,15.288888,14.413333,14.796666,9.224115,65019735
10-09-2001,17.355555,17.355555,14.488888,14.558888,9.075887,44445780
11-09-2001,14.777777,15.111111,14.533333,14.9,9.288532,52489980
12-09-2001,13.911111,15.2,13.446666,14.918888,9.300306,67792095
13-09-2001,14.844444,15.275555,14.568888,14.688888,9.156927,46461420
14-09-2001,14.555555,14.666666,13.911111,14.348888,8.944975,46796445
17-09-2001,13.911111,14.022222,13.428888,13.825555,8.618733,48390345
18-09-2001,13.884444,14.488888,13.777777,14.261111,8.890254,32360580
19-09-2001,14.177777,14.333333,13.888888,14.144444,8.817527,24333840
20-09-2001,14.111111,14.444444,13.711111,14.24,8.877094,34194285
21-09-2001,15.444444,15.444444,13.294444,13.458888,8.390155,50785650
24-09-2001,13.355555,13.886666,13.355555,13.603333,8.480201,29189205
25-09-2001,13.888888,13.888888,13.036666,13.127777,8.183743,45945360
26-09-2001,13.211111,13.597777,12.844444,13.006666,8.108245,51590790
27-09-2001,13.153333,13.373333,12.901111,13.284444,8.281406,29549610
28-09-2001,13.355555,13.664444,12.744444,12.883333,8.031359,50956200
01-10-2001,13.111111,13.375555,12.911111,13.237777,8.252317,33636240
02-10-2001,13.237777,13.237777,13.237777,13.237777,8.252317,0
03-10-2001,13.222222,13.62,13.222222,13.545555,8.444182,23534100
04-10-2001,13.578888,13.771111,13.051111,13.4,8.353444,38454255
05-10-2001,13.4,13.488888,13.135555,13.413333,8.361757,27114930
08-10-2001,13.111111,13.46,12.888888,13.177777,8.214914,25034085
09-10-2001,13.2,13.555555,13.177777,13.491111,8.410243,21621375
10-10-2001,13.444444,14.635555,13.422222,14.492222,9.034327,77580990
11-10-2001,14.511111,14.955555,14.362222,14.466666,9.018395,65713590
12-10-2001,14.444444,14.644444,14.222222,14.282222,8.903412,43210575
15-10-2001,14.222222,14.766666,14.222222,14.421111,8.989998,50850765
16-10-2001,14.502222,14.704444,14.338888,14.44,9.001771,20555505
17-10-2001,14.555555,15.4,14.511111,15.263333,9.51503,61793775
18-10-2001,15.188888,15.511111,14.911111,15.084444,9.403515,46767465
19-10-2001,15.088888,15.635555,15.088888,15.39,9.593997,96797520
22-10-2001,15.515555,15.528888,14.477777,14.567777,9.081428,57560895
23-10-2001,14.853333,15.013333,14.666666,14.831111,9.245587,31878315
24-10-2001,14.911111,15.348888,14.803333,15.003333,9.352948,41114925
25-10-2001,15.087777,15.217777,14.913333,15.032222,9.370957,20306790
26-10-2001,15.032222,15.032222,15.032222,15.032222,9.370957,0
29-10-2001,15.175555,15.297777,14.713333,14.932222,9.308619,28030185
30-10-2001,14.74,15,14.733333,14.896666,9.286453,16070670
31-10-2001,15,15.4,14.844444,15.244444,9.503255,23196600
01-11-2001,15.246666,16.620001,15.246666,16.435555,10.245785,112925700
02-11-2001,16.333332,16.4,14.792222,15.11,9.419445,129999330
05-11-2001,14.792222,15.222222,14.244444,14.367777,8.956749,140139405
06-11-2001,14.444444,14.904444,14.444444,14.657777,9.137532,61996995
07-11-2001,14.666666,14.86,14.191111,14.292222,8.909647,50217660
08-11-2001,14.442222,14.796666,14.333333,14.62,9.113982,48254175
09-11-2001,14.688888,14.844444,14.336666,14.434444,8.998308,31262445
12-11-2001,14.488888,14.8,14.488888,14.687777,9.156234,25737435
13-11-2001,14.733333,14.797777,14.514444,14.642222,9.127837,19027800
14-11-2001,14.753333,14.755555,14.624444,14.691111,9.158311,6048540
15-11-2001,14.775555,15.42,14.627777,15.181111,9.463774,41660280
16-11-2001,15.181111,15.181111,15.181111,15.181111,9.463774,0
19-11-2001,15.333333,15.822222,15.288888,15.483333,9.652176,46118115
20-11-2001,15.512222,15.753333,15.204444,15.322222,9.551742,19239660
21-11-2001,15.125555,16.044443,15.125555,15.631111,9.744301,63932355
22-11-2001,15.666666,16.088888,15.666666,15.812222,9.857203,33841710
23-11-2001,15.995555,16.385555,15.488888,15.598888,9.724215,23509035
26-11-2001,15.694444,15.886666,15.472222,15.545555,9.690964,16244820
27-11-2001,15.577777,15.747777,15.002222,15.176666,9.461004,23317695
28-11-2001,15.288888,15.288888,14.737777,14.821111,9.239354,30122865
29-11-2001,14.866666,15.088888,14.666666,14.828888,9.244203,16121520
30-11-2001,14.828888,14.828888,14.828888,14.828888,9.244203,0
03-12-2001,14.866666,15.262222,14.816666,15.114444,9.422215,25615530
04-12-2001,15.22,15.726666,15.2,15.591111,9.719366,29720070
05-12-2001,15.666666,16.01,15.666666,15.812222,9.857203,24404940
06-12-2001,16,16.264444,15.74,16.004444,9.977034,34690050
07-12-2001,16.023333,16.497778,15.535555,15.737777,9.810794,43475805
10-12-2001,15.764444,15.946666,15.583333,15.857777,9.885602,12671955
11-12-2001,15.843333,16.044443,15.568888,15.64,9.749843,14937840
12-12-2001,15.666666,15.755555,15.088888,15.225555,9.491482,46286100
13-12-2001,15.333333,15.504444,14.888888,15.348888,9.568366,28109475
14-12-2001,15.444444,15.477777,15.144444,15.251111,9.507411,10995345
17-12-2001,15.251111,15.251111,15.251111,15.251111,9.507411,0
18-12-2001,15.388888,15.388888,14.934444,15.07,9.394508,11600235
19-12-2001,15.222222,15.222222,14.833333,14.901111,9.289225,12619170
20-12-2001,14.911111,15.186666,14.848888,15.078888,9.40005,5964390
21-12-2001,15.066666,15.111111,14.562222,14.775555,9.210955,12037050
24-12-2001,15.753333,15.753333,14.577777,14.863333,9.265674,5522580
25-12-2001,14.863333,14.863333,14.863333,14.863333,9.265674,0
26-12-2001,14.977777,15.111111,14.825555,14.894444,9.285069,5054490
27-12-2001,14.977777,14.977777,14.755555,14.801111,9.226888,5900940
28-12-2001,14.755555,14.821111,14.666666,14.684444,9.154157,7511850
31-12-2001,14.8,15.22,14.8,15.057777,9.38689,10129545
01-01-2002,15.066666,15.422222,15.022222,15.201111,9.476242,7961310
02-01-2002,15.333333,15.777777,15.308888,15.72,9.799711,21220650
03-01-2002,15.777777,15.888888,15.604444,15.727777,9.804562,9733275
04-01-2002,15.777777,15.972222,15.6,15.708888,9.792786,11242305
07-01-2002,15.822222,15.977777,15.691111,15.814444,9.858588,10055565
08-01-2002,15.777777,16.108889,15.777777,15.941111,9.93755,15193980
09-01-2002,15.8,16.4,15.8,16.198889,10.098248,24191955
10-01-2002,16.022223,16.482222,16.022223,16.396666,10.22154,16601985
11-01-2002,16.422222,17.021111,16.401112,16.846666,10.502068,34474455
14-01-2002,17,17.222221,16.622223,16.738888,10.434877,20216745
15-01-2002,16.555555,16.888887,16.223333,16.304443,10.16405,8836020
16-01-2002,16.555555,16.555555,16.112223,16.165554,10.077469,8129655
17-01-2002,16.155556,16.704445,16.066666,16.603333,10.350376,13703985
18-01-2002,16.706667,17.333332,16.066666,16.198889,10.098248,15536610
21-01-2002,16.222221,16.605555,14.911111,16.441111,10.249248,7797915
22-01-2002,16.268888,16.533333,16.268888,16.442223,10.249939,10209375
23-01-2002,16.4,16.633333,16.299999,16.497778,10.284573,10787715
24-01-2002,16.555555,16.77,16.277777,16.475555,10.270718,14590125
25-01-2002,16.266666,16.353333,16.034445,16.09111,10.03106,10701360
28-01-2002,16.221111,16.222221,15.666666,15.727777,9.804562,8295705
29-01-2002,15.822222,15.865555,15.46,15.597777,9.72352,13708215
30-01-2002,15.444444,15.662222,15.444444,15.616666,9.735297,4085100
31-01-2002,15.666666,15.796666,15.333333,15.43,9.61893,14535540
01-02-2002,15.477777,15.61,15.433333,15.544444,9.690274,6244425
04-02-2002,15.997777,15.997777,15.404444,15.486666,9.654255,3100500
05-02-2002,15.4,15.735555,15.383333,15.543333,9.689583,6644205
06-02-2002,15.6,15.637777,15.406666,15.527777,9.679883,13000545
07-02-2002,15.711111,16.044443,15.486666,15.552222,9.695123,11618640
08-02-2002,15.711111,15.987777,15.6,15.894444,9.908458,12557520
11-02-2002,16.218887,16.218887,15.778888,15.874444,9.895993,4895325
12-02-2002,15.777777,15.82,15.577777,15.622222,9.738759,3428055
13-02-2002,15.583333,15.777777,15.533333,15.593333,9.72075,3947805
14-02-2002,15.888888,15.888888,15.6,15.765555,9.828114,4633785
15-02-2002,15.833333,16.307777,15.824444,16.137777,10.06015,30488895
18-02-2002,16.088888,16.707777,15.933333,16.592222,10.343448,25056900
19-02-2002,16.682222,16.799999,16.444445,16.655556,10.382931,25109235
20-02-2002,16.444445,16.666666,16.111111,16.18111,10.087167,12450285
21-02-2002,16.111111,16.494444,15.888888,16.391111,10.21808,12086010
22-02-2002,16.333332,16.666666,16.227777,16.642221,10.374619,15515640
25-02-2002,16.559999,16.639999,16.114445,16.143333,10.063616,5969340
26-02-2002,16.311111,16.355555,16,16.092222,10.031753,7909830
27-02-2002,16.155556,16.32,16.006666,16.241112,10.124571,10534725
28-02-2002,16.281111,16.655556,15.666666,16.515554,10.295654,82452915
01-03-2002,16.822222,17.392221,16.444445,16.847776,10.50276,39260025
04-03-2002,16.822222,16.996666,16.177776,16.247778,10.128724,19995615
05-03-2002,16.333332,16.376665,15.822222,15.886666,9.903611,24682860
06-03-2002,15.944444,16.133333,15.778888,15.813333,9.857894,13028985
07-03-2002,15.933333,16.264444,15.912222,16.065556,10.015129,12317220
08-03-2002,16.188889,16.193333,15.777777,15.845555,9.877983,6293205
11-03-2002,15.873333,16,15.755555,15.905555,9.915386,10752300
12-03-2002,15.933333,16.333332,15.892222,15.995555,9.971491,20797020
13-03-2002,15.977777,16.155556,15.888888,15.99,9.968032,8401950
14-03-2002,16.026667,16.128887,15.864444,15.924444,9.927162,6492645
15-03-2002,16,16.044443,15.777777,15.8,9.849586,7168320
18-03-2002,15.977777,16.033333,15.693333,15.738888,9.811489,6099480
19-03-2002,15.884444,16.022223,15.761111,15.802222,9.850967,9589500
20-03-2002,15.844444,15.977777,15.8,15.908888,9.917463,3933900
21-03-2002,16.111111,16.111111,15.737777,15.753333,9.820493,7629255
22-03-2002,15.755555,15.887777,15.6,15.721111,9.800406,3343860
25-03-2002,15.721111,15.721111,15.721111,15.721111,9.800406,0
26-03-2002,15.866666,15.888888,15.555555,15.627777,9.742223,8891235
27-03-2002,15.6,15.735555,15.257777,15.374444,9.584295,21066480
28-03-2002,15.355555,15.595555,15.355555,15.482222,9.651484,12269115
29-03-2002,15.482222,15.482222,15.482222,15.482222,9.651484,0
01-04-2002,15.422222,15.844444,15.335555,15.695555,9.784475,3796605
02-04-2002,15.706666,15.787777,15.468888,15.525555,9.678498,10043820
03-04-2002,15.444444,15.51,15.245555,15.303333,9.539967,6693075
04-04-2002,15.511111,15.511111,15.214444,15.266666,9.517108,4863465
05-04-2002,15.222222,15.333333,14.883333,14.944444,9.316239,13230945
08-04-2002,14.957777,15.038888,14.355555,14.394444,8.973372,34541910
09-04-2002,14.374444,14.374444,13.827777,13.917777,8.676225,41315265
10-04-2002,14.066666,14.284444,13.8,13.915555,8.674838,32468580
11-04-2002,14,14.186666,13.888888,14.044444,8.755187,28000170
12-04-2002,14.044444,14.487777,14.044444,14.401111,8.977529,18751995
15-04-2002,14.4,14.532222,14.142222,14.31,8.920732,14424795
16-04-2002,14.443333,14.533333,14.027777,14.15,8.820988,16116120
17-04-2002,14.222222,14.333333,14.088888,14.186666,8.843846,9183195
18-04-2002,14.223333,14.283333,14.135555,14.241111,8.877787,7715250
19-04-2002,14.222222,14.266666,14.022222,14.116666,8.80021,10653165
22-04-2002,14.2,14.316666,14.024444,14.266666,8.893716,5323320
23-04-2002,14.263333,14.263333,14.071111,14.137777,8.81337,7605540
24-04-2002,14.154444,14.22,14.025555,14.193333,8.848003,5212620
25-04-2002,14.222222,14.222222,13.444444,13.618888,8.489899,24278085
26-04-2002,13.664444,13.864444,13.664444,13.747777,8.570248,11948085
29-04-2002,13.711111,13.777777,13.42,13.504444,8.418553,19782675
30-04-2002,13.511111,14.022222,13.356666,13.992222,8.72263,22244130
01-05-2002,13.992222,13.992222,13.992222,13.992222,8.72263,0
02-05-2002,14.22,14.22,13.891111,13.926666,8.681764,4013775
03-05-2002,13.911111,14.022222,13.855555,13.962222,8.70393,3396870
06-05-2002,14.046666,14.066666,13.888888,14.001111,8.728173,5680980
07-05-2002,14.004444,14.22,13.972222,14.198888,8.851465,5193045
08-05-2002,14.242222,14.333333,14.137777,14.298888,8.913802,6416280
09-05-2002,14.422222,14.422222,14.235555,14.344444,8.942204,6079050
10-05-2002,14.344444,14.352222,14.113333,14.271111,8.896486,7080660
13-05-2002,14.266666,14.322222,14.07,14.145555,8.818219,5976450
14-05-2002,14.133333,14.163333,13.955555,14.087777,8.782199,14734620
15-05-2002,14.022222,14.31,13.978888,14.055555,8.762112,8992935
16-05-2002,14.177777,14.266666,14,14.053333,8.76073,4324770
17-05-2002,14.111111,14.111111,13.956666,14.05,8.758651,5992830
